employee_id,Self: Inspire with Purpose,Self: Drive for Results,Self: Own the Outcome,Self: Speak Up and Listen,Self: Lead with Empathy,Self: Grow Others,Self: Bridge Across Boundaries,Self: Act with Integrity,Self: Make it Simple,Self: Lead Change Fearlessly,Self: Learn and Adapt Fast,Self: Champion Diversity,Manager: Inspire with Purpose,Manager: Drive for Results,Manager: Own the Outcome,Manager: Speak Up and Listen,Manager: Lead with Empathy,Manager: Grow Others,Manager: Bridge Across Boundaries,Manager: Act with Integrity,Manager: Make it Simple,Manager: Lead Change Fearlessly,Manager: Learn and Adapt Fast,Manager: Champion Diversity,Peers: Inspire with Purpose,Peers: Drive for Results,Peers: Own the Outcome,Peers: Speak Up and Listen,Peers: Lead with Empathy,Peers: Grow Others,Peers: Bridge Across Boundaries,Peers: Act with Integrity,Peers: Make it Simple,Peers: Lead Change Fearlessly,Peers: Learn and Adapt Fast,Peers: Champion Diversity,Reports: Inspire with Purpose,Reports: Drive for Results,Reports: Own the Outcome,Reports: Speak Up and Listen,Reports: Lead with Empathy,Reports: Grow Others,Reports: Bridge Across Boundaries,Reports: Act with Integrity,Reports: Make it Simple,Reports: Lead Change Fearlessly,Reports: Learn and Adapt Fast,Reports: Champion Diversity
emp150288,5,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4.001083202,4.339789726,3.838490529,4.019841606,3.50599656,3.609906657,3.325889694,3.686476186,3.991638697,3.823241763,4.36740707,3.954573586,4.266701422,4.011997501,3.99272125,4.367599898,4.104597118,4.216829568,2.908748598,3.550071836,3.170216485,3.7426597,3.990899469,3.874894775
emp140684,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,4,3,4,4,4,3.604751827,4.635555765,4.635555765,4.271649296,4.005760692,4.440491594,3.901023802,4.136614151,4.207647487,4.4892645,4.208295769,3.974910979,3.872030233,4.632672122,4.632672122,4.51543739,3.336894736,3.657956594,3.365255916,4.632672122,3.880409383,4.632672122,4.133059846,4.151684397
emp139852,4,4,4,5,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4.110762454,4.052496906,3.959804793,4.37744879,4.519021877,3.604851584,3.736173821,4.228195515,4.201500365,4.367200215,4.465493155,4.606354454,3.890150023,3.622641259,4.283311393,3.913307977,4.386941461,3.777000432,4.488322314,4.659375596,3.4836927,4.090859529,4.292266299,3.728027468
emp138060,3,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,5,5,4,4,3.759722487,4.347614332,4.536955205,3.865829707,3.943541971,4.137409378,4.072368448,4.539996818,4.048125338,4.410079604,3.874920051,4.037125057,3.937323151,4.392272653,3.926039104,3.345746134,3.818631041,3.907896191,3.668366184,3.910545134,4.148158524,4.510234548,4.077461207,3.541284297
emp144625,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,3.981730949,4.044444303,4.516988321,4.292585066,4.070901709,4.060832852,3.316625262,4.565766653,3.262710136,4.170604982,4.565766653,3.716353107,4.101254766,4.222960319,4.609091051,4.233564075,4.533663896,3.766002528,4.416964727,3.759063524,4.093261067,4.185478217,4.418477594,4.023943501
emp148829,3,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4.486238778,4.356527575,3.835841312,4.220640972,4.24623609,3.920580653,4.116580935,3.807888072,4.129761755,4.118356004,3.788936446,3.949900504,3.789615482,4.016488055,4.318807397,4.607880849,3.999785303,3.759540569,4.122447843,3.911174107,4.094975277,4.108139266,3.661450426,4.636890589
emp147248,4,4,4,4,4,3,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,4,4,4,3.932513898,4.412166558,4.664997004,3.085863635,3.705860938,4.205582246,3.857165332,4.504927545,3.91032644,3.813038052,4.388403306,4.067845974,3.885940027,4.391747777,4.615893751,3.697733416,4.329752124,4.636038781,2.848967422,4.636038781,4.144267806,3.99293373,4.429484199,4.595752902
emp151011,4,5,5,4,4,5,4,4,5,5,4,4,4,4,5,4,5,4,4,4,4,5,4,5,4.179520437,3.648868842,4.118644777,4.165282573,4.056587537,3.754217673,3.568057092,4.318549624,3.698721632,3.853502514,4.301241533,3.452238285,4.458609403,4.497181098,3.502990874,4.121152521,4.267425089,4.092613278,3.518242587,4.717609017,4.139003329,3.834369756,4.528072777,4.716689784
emp143686,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4.051250453,3.107551098,4.43466631,3.754150994,4.041556625,3.644594897,3.443190829,3.331434854,2.957866211,4.455191873,4.455191873,4.443463318,4.167195543,4.552596702,4.158788387,3.578858507,3.51466823,3.584223875,3.754780625,4.624985034,3.601483345,4.188308791,4.624985034,3.820873432
emp145008,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,4,4,5,5,4,4,4,4,4,4.471426678,4.491754145,3.412817745,3.489475616,4.195398614,3.60042497,2.505409306,4.00238039,3.749748859,3.685610663,4.397804266,4.539670067,3.259373998,4.583242177,4.298745887,3.2373881,4.384754967,4.214924457,3.25016645,4.057025488,4.082217113,4.367491243,4.463905609,3.952923104
emp148525,4,4,5,5,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,5,3,4.102687495,4.716554484,4.371970029,4.294068435,4.386454441,3.615436121,3.827285852,3.831254606,3.467699398,4.286993251,3.767891358,4.538044002,4.023645671,4.629641788,4.878965245,4.927297415,4.523372208,4.466867428,3.919358076,4.272024618,4.358173909,3.684041662,4.596406252,4.389580169
emp140701,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.934843057,3.743178101,4.636308751,3.976146941,4.277847647,3.06267123,3.181060944,3.816115013,4.346221789,4.261888141,4.412693819,3.590318733,4.632403573,3.51285633,4.632403573,4.443802092,3.807337516,3.643808044,4.553888314,4.254276116,3.069768813,4.536129496,4.002534897,4.011016715
emp146985,4,4,4,4,4,4,4,4,3,5,4,4,5,4,5,4,4,5,3,5,4,5,4,4,4.668035275,4.232172597,3.85200862,3.93482031,3.557305829,3.672799471,3.845844013,4.646849973,4.412156719,4.492402614,4.791810975,4.461420134,4.126984989,4.512632348,4.602748703,3.689728028,4.055601782,4.469045154,3.830972913,4.479857821,4.538388025,4.446827922,3.698745747,4.572321648
emp147171,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,4.275456144,3.795912319,3.619950903,4.020880924,3.532931127,4.06805109,3.695198235,4.598706114,3.907669362,4.391642461,4.111868157,3.525222916,3.609795899,4.662280652,4.104327226,4.114858589,3.419496977,4.528824855,3.134844483,4.009973849,4.647168185,4.758095996,4.315099356,4.758095996
emp145588,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,3,4,4,4,3,4,3.683684713,4.705780629,3.826791109,4.099089518,4.184517936,4.000770767,3.501248203,4.024766662,4.520875697,4.334740503,3.871338864,4.33972809,4.610756752,4.025007092,3.473029954,4.02766853,3.961354623,2.880031329,4.212480629,4.613142315,3.945917341,3.973662511,4.588458564,3.983709099
emp133571,5,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,5,5,3.636862242,4.712711362,4.043741259,4.223896033,4.59634989,4.152560777,3.709816235,4.176647724,4.366342931,4.663761031,4.157805269,4.461740197,3.926231317,4.40361296,4.618930522,3.869578287,4.598933087,4.297823399,4.124784699,4.674013053,3.559579034,4.329210788,3.975969374,4.009946388
emp138526,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3.163607922,3.734567386,3.110688264,3.515016083,4.170707617,4.030380022,3.794368067,4.451157086,4.24121114,4.238834985,4.292960898,3.769482916,4.078134643,4.065440342,4.100586018,3.925251562,3.741612717,3.918802423,3.357452253,3.658074939,3.597341523,4.484837537,4.087859898,3.951211514
emp135923,4,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,5,3,4,4,4,5,5,4.54765965,4.390889246,4.387181628,4.271992708,4.408460125,3.533459129,3.762299728,4.262362388,3.893651541,4.369431462,4.785911001,4.524917938,4.127828092,4.280253723,4.204416259,3.912865955,3.985606471,4.319342462,3.408352706,3.723542974,3.689366811,4.266462006,4.737314183,3.997472014
emp139089,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,4,4.399447177,4.269621514,4.5731722,3.172035404,4.285408165,4.489104199,3.489851248,4.001901929,4.711407992,4.443766133,4.461243592,4.602835026,3.641758223,4.635005807,4.593611901,3.597862309,3.513763875,3.312265849,4.238783262,4.237460471,4.029783258,4.640813071,4.294506681,3.685299359
emp151303,4,4,5,4,4,5,4,4,4,5,4,4,4,4,4,5,5,5,4,5,5,4,3,4,4.242938403,4.127438038,4.484790359,3.77080505,3.694048239,3.758683358,4.054322264,4.630699803,3.677565835,3.81834575,4.630699803,4.461397005,4.190977733,4.19372811,4.293606422,4.385921407,3.892851688,4.295760765,3.57910977,4.66110899,4.18049618,4.739123252,4.458500163,3.535493798
emp148180,4,5,5,4,5,5,3,5,4,4,4,5,3,4,4,4,3,3,3,4,4,4,4,4,3.744721786,4.203607561,4.115539979,3.649161816,3.782761448,4.59751339,3.756778883,4.636622506,3.903110377,4.392975112,3.969437422,4.094948823,4.174219229,4.081512196,4.168627173,3.747081763,3.391133316,4.719504497,4.109312822,4.590550582,3.841712465,4.071525446,3.794059687,4.719504497
emp150989,5,4,4,4,5,4,3,4,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4.508261289,4.38994948,4.280263863,4.414824174,4.528614744,3.84915058,3.900328048,4.306813512,4.388556356,3.832097053,3.820710223,4.202533597,4.101040043,3.947528692,3.854922014,3.862920337,3.296065786,3.838728314,3.966522993,4.418897746,3.824033817,3.858522752,3.87127115,3.713548796
emp140981,4,5,4,4,4,4,4,4,3,5,5,4,4,4,4,4,4,4,4,4,3,4,4,4,3.979009433,4.310996874,3.912711207,3.476397805,3.96201701,3.812172179,3.912073403,4.078529617,4.087794738,3.652683958,3.822073845,3.700715095,3.918374495,4.683647619,4.196253719,4.22102896,4.060824417,3.388815968,3.529248327,3.905359543,4.404874742,4.168019601,4.173467931,3.849327213
emp150736,4,4,3,4,4,5,4,5,4,4,5,4,4,4,4,3,3,4,4,5,3,4,4,4,4.345693568,3.743074866,4.78961444,4.094420121,3.955235967,3.799061078,4.218651066,4.763733448,3.845475886,4.179806387,4.302925255,4.645486262,4.84740881,4.361831016,4.340863982,4.459930628,3.88623431,4.237632531,4.284057938,4.48551609,3.036873267,4.117181458,4.470414864,4.84740881
emp140608,3,4,4,4,4,5,4,4,3,4,5,3,5,5,5,4,4,4,4,4,4,4,5,4,4.522363354,3.809191258,4.547556996,4.00164565,3.818633567,3.610536069,4.478732971,4.70995529,4.382400703,4.677691512,4.70995529,4.325736628,3.534990655,3.562439506,3.742457264,3.778880859,3.236927994,4.095076918,3.608018106,4.509505955,3.938847806,4.61929292,4.212264895,4.403169903
emp144975,5,5,4,5,5,4,5,4,4,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4.845560618,4.550982433,4.618612239,4.454649835,4.588061705,3.986106346,3.9522098,4.711847192,4.132722648,4.480095357,4.045657138,4.137722094,3.822244122,3.743620865,4.693288214,3.844809624,4.137030055,3.399896992,3.16584153,4.693288214,4.549670287,4.693288214,4.475950416,4.693288214
emp138139,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,5,4,3,4,4,4,4,4,4.734593053,4.413212917,4.136163238,3.520425085,3.901382679,4.244269709,3.296133741,3.913874479,4.107095445,4.012976877,4.175016801,4.236180415,4.104244142,4.070252543,3.476327094,3.940190526,4.41244614,4.610358548,3.928345658,4.714792198,3.39230751,4.143391079,4.327003696,4.057343831
emp150061,4,5,4,4,4,4,5,5,4,5,5,5,4,4,4,4,5,4,4,3,4,5,4,4,4.044890435,4.437197346,4.735659452,3.897736436,4.164501078,3.815662981,4.345227259,4.695435559,4.269249755,3.90777215,3.878463107,4.735659452,3.930702835,4.550613748,4.697131472,3.812563161,4.790355716,3.971075808,3.467300455,4.718790398,4.420142907,4.351598717,4.810689311,4.810689311
emp136529,5,5,5,4,4,4,3,5,4,5,4,5,4,5,4,4,4,5,4,4,5,4,5,4,4.491960451,4.839618127,4.798532007,4.150878056,3.446040085,3.944845945,4.133276482,4.337500414,3.550041631,4.317770231,4.06540499,4.205041783,3.310549967,4.610572263,4.541695224,4.057258928,4.215724542,3.807150505,4.442578325,4.26572606,4.236171437,4.712448008,4.683570649,3.928372817
emp148003,4,5,4,3,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,5,4,4.863392665,4.72228992,4.429967755,3.59999785,4.274007364,3.548006444,3.439487364,3.89816077,3.340722431,4.205087851,4.618772752,3.803838317,3.474963076,4.100725904,4.418177791,3.518784577,4.624202101,4.103359083,3.60130675,4.675342419,4.042261662,4.914876695,4.121258209,3.961415602
emp150112,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3.958578477,4.078266841,4.204494228,3.01570727,4.225594332,3.378051884,3.826149032,4.085928928,4.007975732,4.073064477,3.725726202,4.294739415,3.877904804,4.349038277,4.113113745,3.920662952,3.943639695,4.341037519,3.308321252,3.826154537,4.189761717,3.576239285,3.50386115,4.179687514
emp150019,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,3.421253561,4.26773121,3.673716274,3.201341959,4.438537106,4.069348979,3.546494611,4.305509433,4.311727556,3.89932262,4.609654935,4.008600259,4.164637423,3.817638924,4.518322788,4.004734118,4.097858549,4.288677244,3.224819502,3.883388264,4.695902347,4.150798386,4.180398661,4.695902347
emp147195,4,5,4,3,4,3,4,5,4,5,5,4,3,4,4,4,4,3,4,4,4,4,4,4,4.395706184,4.482645646,3.805852085,3.753407351,3.691359571,3.884347294,2.718905823,3.42615131,3.354793187,4.505369836,4.084400666,4.228114076,3.348800034,4.158185465,4.363354599,2.646428852,3.991311999,3.030283044,3.385959857,4.492475351,4.402672778,3.697255674,4.373029404,3.491140084
emp150013,4,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3.958691386,4.332644571,4.465386906,4.145616629,3.627324715,3.359897471,3.370598489,4.398858845,4.081114501,3.510359955,4.465386906,4.421324661,3.466829615,4.101519897,3.982027978,4.036210381,3.917025803,3.785829275,3.314042743,4.327224808,3.480563146,3.704778997,3.516843214,3.716880195
emp139465,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4.259672575,4.065361437,4.755300511,4.105274176,4.205078031,3.994169741,3.477642067,4.031852282,4.360627571,3.658299768,4.260298746,3.676749165,3.655027646,4.598827774,3.515255186,3.750238636,4.51958533,3.783197475,3.375102586,4.6982078,3.951151783,4.719604165,4.017762635,4.468123413
emp148723,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3.722235093,4.514525477,4.124556166,4.339186866,3.639690889,3.449348404,3.407625844,4.238872939,4.187835219,4.279886457,3.868335218,3.593750069,3.943732178,4.683801226,4.839198518,3.513146953,4.330877098,4.757528812,3.876040644,4.507951658,4.186017966,3.778671726,4.839198518,4.109390299
emp146706,4,4,4,4,4,4,4,4,4,4,5,5,4,3,3,4,4,4,3,5,4,4,4,4,3.643374519,4.693318017,4.453750454,4.431358607,3.947200229,4.030216651,3.684290906,3.607621365,4.231302908,4.376904082,3.887724939,4.079311438,3.538854917,4.450486316,4.469075404,3.710544534,3.769849341,3.999803363,3.98701202,4.124369291,3.609511751,4.301811658,4.066170747,3.475923495
emp149139,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,3,5,4,4,5,5,4.762943932,4.690732398,4.733554373,3.800018246,3.84779524,4.28686206,4.050729849,4.785278043,3.644413136,4.785278043,4.449865959,3.663889637,3.657895155,4.373504852,3.940182231,4.410699029,4.565897985,3.911057579,4.332295784,4.705011121,4.37258338,4.021411708,3.823485987,4.238633129
emp140831,5,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,5,5,5,3.925827767,4.562355592,5,4.141613444,4.644222025,4.46161717,3.887054113,4.681548164,4.927414037,4.681934614,4.831127898,4.03609061,4.80426672,4.80426672,3.613043955,4.80426672,3.503986201,4.202197664,3.200129729,4.133523512,4.635755413,4.374886134,4.7560926,4.735386683
emp132001,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4.246712274,4.672391702,4.112278248,3.65107855,4.136886323,4.115609714,4.056954562,4.672391702,3.85110656,4.672391702,4.400262964,4.257270644,3.686704566,3.529147217,4.402673168,4.025732236,4.234865691,3.939655857,2.463253939,3.284259448,3.7939479,4.137125931,4.473041822,4.473041822
emp148069,5,4,5,5,5,4,4,5,4,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4.564397631,4.620994415,4.657309327,3.777693353,4.069429894,4.708179007,3.907493072,4.584476779,4.425385768,4.564943742,4.676018808,3.89428499,4.124886503,4.825759242,4.254109218,4.34149802,4.251799303,3.64569309,4.212445556,4.3744252,4.362620284,4.345618961,4.825759242,4.534802579
emp150174,4,4,5,4,3,4,4,5,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,4.656696475,2.945562547,3.480246883,4.655146391,3.852545743,4.004501244,4.020458632,4.273635519,4.199265599,4.651248352,4.444260192,4.423020345,4.415311724,3.703861011,4.537983353,3.841523278,4.289876138,4.102206195,3.756612899,4.492076954,4.814816605,4.192579704,4.814816605,4.814816605
emp150701,4,4,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4.191664692,3.678357275,4.719783337,3.396717822,3.916059756,3.924953767,3.816641521,4.213445223,3.310695583,4.50346102,4.33906501,4.377051893,3.991407958,4.375757898,4.139852072,3.500735582,4.545453143,4.154922397,3.93692471,3.623492504,3.736039247,3.76773026,4.672096447,4.211676387
emp146222,4,4,5,4,4,4,3,4,4,4,5,5,5,5,4,4,4,4,3,5,4,4,4,4,3.519337772,4.035360751,3.99097268,3.96195413,3.86723514,3.705059945,3.575621914,4.125463385,3.770957506,3.861811131,4.210471861,3.925225683,3.700192369,4.625203213,4.080036452,3.555818719,3.580080623,3.558877231,4.578812154,3.899368756,3.061662668,4.368122526,4.406980589,4.354673599
emp144447,4,4,3,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,3,5,4,4,4,4,4.162826535,4.365835195,3.871543071,3.841705688,4.693472822,4.317701933,3.454494077,4.157975988,3.470515543,3.844846177,4.403479099,3.983474307,3.536070889,4.154984613,4.483485796,4.550783918,4.642744629,4.053562147,3.432390983,4.642744629,4.642744629,4.585557826,4.23001684,3.972740539
emp136813,4,4,5,4,5,4,4,5,5,5,4,5,4,5,4,4,4,4,3,5,4,4,4,3,3.186197843,4.358686227,4.595834004,4.481713173,4.310013349,4.738387357,4.309017927,4.738387357,4.092564919,3.745750649,4.58787335,4.490091364,4.191139671,4.356889892,4.635355708,4.363254052,4.019822147,4.382421263,3.707501528,4.624108852,3.923117871,4.272595018,3.969216257,3.636137484
emp141343,4,5,4,3,4,4,4,4,5,4,4,3,4,4,4,5,4,4,3,5,5,5,4,4,3.761620695,4.645427642,4.254383323,4.127920801,3.527784214,3.254843213,3.891370395,4.071910034,3.875503949,3.562489068,4.406592354,3.838298796,4.334120754,4.038078448,4.027180855,3.766823302,3.697089479,4.268752157,3.403923956,4.444877103,3.717824513,4.120896068,4.21076945,4.510315816
emp140810,4,4,5,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3.504894346,3.550609178,3.15561647,4.287087172,4.410663647,3.615238229,3.340949471,3.946844363,3.746535169,4.29957955,4.560292321,4.197150258,3.922243742,4.250079263,4.490359579,3.81668323,3.962503451,4.063503508,4.077178671,4.531850145,4.32390202,4.7331251,4.7331251,4.35199011
emp150863,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,4,4,3,4,5,4,4,4,4,4.379623859,3.741782276,4.726284881,3.943853432,4.726284881,4.726284881,3.488300711,4.726284881,4.381966042,4.118667812,4.300339232,4.550428008,3.603019366,3.937635404,4.094714889,3.323353178,4.386701426,4.09599814,4.035871021,4.663869909,3.764419299,4.287453764,4.314480535,4.411744383
emp144480,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.385800942,4.21986635,3.78460127,3.638603296,3.738688987,4.101075164,2.974725205,3.548995484,3.936155253,4.404546963,4.182313587,4.265752803,3.593418847,3.867479795,4.043913235,4.464901505,3.855164083,3.970178554,3.152830985,4.243792845,3.407551489,3.985851992,4.464901505,4.464901505
emp139535,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,4.420759424,3.652642544,3.961554539,4.062170583,4.014124472,3.990042302,4.037347335,4.632648727,4.75773122,4.310416364,3.73238546,3.66078206,3.627503552,4.16024812,3.681472725,3.773434372,3.82037695,3.626137605,4.126951176,3.75357773,3.20355852,4.209546861,4.242662668,4.431478724
emp144436,4,5,5,4,4,5,4,5,5,5,4,4,4,5,5,4,4,5,4,4,4,4,4,3,3.969716145,4.857534354,4.578562682,4.042838331,4.857534354,3.93967861,4.55051614,4.679263563,3.6544521,4.424224867,4.786017403,4.242967133,4.710534062,4.465836509,4.780976912,3.931714846,3.71562775,4.238025073,3.188593344,3.947961196,4.941073961,3.721005914,4.345805902,4.356511079
emp138835,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,5,5,5,4,3.884951338,4.448859278,4.244853144,4.36564168,3.935975801,4.110529132,3.77790167,4.06996546,4.4479774,3.336422458,4.657150907,4.730141755,3.574569801,4.379811349,4.588430524,4.231472835,4.344201447,3.587649853,4.249989475,4.730121989,3.76381562,4.578298472,4.075332472,4.028429053
emp146418,5,5,4,4,4,4,4,5,4,5,4,4,4,4,5,4,5,4,4,4,4,4,5,5,4.340958735,4.522118061,4.781989673,4.397043113,4.204996417,3.951582596,3.331276313,4.544975295,4.150489615,4.64586081,4.449773263,4.094811045,3.234828032,4.045933765,5,4.303387782,4.53873607,4.196012422,3.995122543,4.982586418,4.266283351,4.77800927,4.440151733,4.459392717
emp143431,4,5,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,3,4,4,3.897290102,4.516473534,4.054818742,3.883656916,4.094933403,3.235429174,3.330624087,3.859938691,4.063969353,4.384279405,3.875003847,3.698164236,3.63540317,4.350375366,4.550762225,4.074663314,2.9082399,4.09062209,4.063692346,3.740877311,3.7822727,3.707422612,3.543690762,3.722364573
emp136341,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,3.96242846,3.86173623,4.726078356,4.023280989,4.378772229,3.46751758,4.262238423,3.816272493,4.035109329,4.080436917,3.905890733,4.31765246,4.124487106,4.629694421,4.478680046,4.141543584,4.218104737,3.74875825,4.586036218,4.693422956,3.727405702,4.270588508,4.348421466,3.864627686
emp145079,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,4,5,4,5,4,4,4,5,4.133752537,3.913922484,4.934395507,4.11482381,4.934395507,4.834782048,3.58874275,4.934395507,3.907796705,4.934395507,4.883379752,4.440883758,3.950146017,4.318735715,4.150333363,4.850487826,4.506949389,4.606556848,3.837492261,4.940900474,4.004760347,4.00827299,4.801708048,4.940900474
emp143999,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,3,4,4,4,5,3,4,4,4,3.846564312,4.400486722,4.402157774,3.565861836,4.064102325,4.150158842,3.984138171,4.252778465,3.197286729,4.35349174,4.712672896,3.597001057,3.57191226,3.75934313,3.36986432,4.347664137,4.006679703,4.371565267,3.218058574,4.014054309,4.029797744,4.154653774,3.080680836,4.260217235
emp144856,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.595489755,4.047843563,4.030339659,3.826181358,4.658780286,4.130518314,4.349147298,4.223601672,3.650865121,3.577489416,3.748501794,4.687988548,3.313147755,4.223594861,4.113367502,4.11169674,4.297570656,3.74803465,3.756207197,4.138121664,4.198756998,4.055909282,3.884656121,4.490143017
emp150823,4,5,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4.124029891,4.445998218,3.989386218,3.161612318,3.824337985,4.160407335,3.427917213,4.385290283,4.401363837,4.419121018,4.203594726,4.23771078,4.073706997,3.910247403,4.124394237,3.600664643,3.908405164,3.567131509,3.97497291,3.313737812,3.915544714,4.460218814,4.460218814,4.261201629
emp133110,4,4,4,4,4,4,4,5,4,5,5,5,4,3,4,4,4,4,3,4,4,3,4,4,3.507226401,4.25971116,3.819149332,3.940082016,4.051913455,4.532933294,4.563885062,4.710864326,3.782902635,4.649519234,4.425415734,4.547859799,4.586634959,3.654940347,4.586634959,4.057060691,4.485769423,4.170678934,4.387690925,4.370241953,3.922078415,4.586634959,3.629197181,4.235462923
emp129360,5,4,4,4,4,4,4,5,5,4,4,4,3,4,4,4,4,4,4,4,3,4,5,4,4.419022292,4.26457538,4.764525893,4.175305992,4.06295353,3.284097765,3.967170617,4.764525893,4.322048186,4.012767242,3.808577028,4.125839409,4.683694306,4.741578726,4.741578726,3.079518332,3.921000474,3.638528241,4.483447322,4.39832067,3.657484943,4.153149922,4.741578726,4.431813852
emp147515,4,5,4,4,4,4,4,4,4,5,5,5,4,5,4,4,3,4,4,4,3,3,4,5,4.759928983,4.137727755,4.663842704,3.493154862,3.490592317,4.346631628,3.689624144,4.124301113,4.050375561,4.787037543,4.60771486,4.787037543,4.578222067,4.234229185,4.838717062,4.024333118,4.381577898,4.333744334,3.789221942,3.404475608,4.428757035,4.539400458,4.00733748,3.422271061
emp148274,4,4,4,5,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,5,4,5,5,4,4.132576287,4.548167341,3.837648216,4.338681299,3.811193367,4.412832267,3.901567562,3.987901905,4.671417821,3.835466494,3.837677993,4.780068029,3.88329389,3.993519375,4.413696245,4.340940714,3.392929229,4.190516525,4.176837494,3.91419049,3.962536659,4.740840335,4.099106191,3.754918953
emp140682,4,5,4,3,4,3,4,5,4,5,5,4,4,4,4,4,5,4,4,5,4,4,4,5,4.221129105,4.787278335,4.093006481,4.657114637,4.45465319,4.434581526,3.919944173,4.824764453,4.549564975,4.937250738,4.421204033,4.078996349,4.827318341,4.043441176,4.633317989,4.827318341,4.110173284,4.827318341,4.061354078,4.378922638,4.827318341,4.073771427,4.050077153,4.085055989
emp141987,4,3,5,4,4,4,3,5,3,4,4,3,5,4,4,4,4,4,3,4,4,4,4,4,4.538494468,4.347538078,4.712833723,4.251756644,3.381373763,4.207517406,3.262730063,4.351212928,4.283392463,3.883758824,4.176264839,3.26410323,4.134687382,3.867084493,3.90464223,3.588582191,4.399311611,3.948561052,3.24076678,3.584028988,3.753393659,3.449110686,4.427756712,3.933365159
emp145717,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3.930217334,4.465891904,4.034495014,4.243459829,4.801846255,4.272466068,4.347774551,4.702607134,4.210790031,4.083308556,4.822398718,4.184893954,4.047903828,4.435494759,4.427333191,4.616722378,4.253656837,3.496138826,3.940914146,4.357744099,3.562911864,4.435637305,4.238381301,4.444591592
