employee_id,event_date,country,job_level,department,start_date,tenure_years,new_starter
emp123054,2025-03-20,Germany,Director/ Head of,Marketing,2023-03-09,6.94,NA
emp119747,2025-03-20,Germany,Specialist,Sales,2025-02-02,2.64,New Starter
emp120589,2025-03-20,Germany,Manager/ Senior Specialist,Sales,2025-02-21,3.48,New Starter
emp109911,2025-03-20,Italy,Specialist,Consulting,2024-12-28,3.05,NA
emp112290,2025-03-20,Italy,Entry Level,Consulting,2025-02-15,1.65,New Starter
emp123625,2025-03-20,Italy,Specialist,Customer Service,2024-12-31,4.42,NA
emp106233,2025-03-20,Italy,Manager/ Senior Specialist,Sales,2024-12-13,4.73,NA
emp100925,2025-03-20,Netherlands,Specialist,Consulting,2024-07-16,2.69,NA
emp101337,2025-03-20,Netherlands,Entry Level,Consulting,2023-11-05,2.18,NA
emp104759,2025-03-20,Spain,Manager/ Senior Specialist,Consulting,2024-10-25,3.72,NA
emp122470,2025-03-20,Spain,Specialist,Consulting,2024-07-15,3.29,NA
emp105825,2025-03-21,France,Specialist,Consulting,2023-03-06,3.23,NA
emp111034,2025-03-21,France,Specialist,Consulting,2023-05-27,2.47,NA
emp100065,2025-03-21,Germany,Specialist,Consulting,2025-01-11,3.33,NA
emp100873,2025-03-21,Germany,Specialist,Consulting,2023-10-20,3.98,NA
emp102251,2025-03-21,Germany,Entry Level,Consulting,2024-07-12,2.9,NA
emp106686,2025-03-21,Germany,Entry Level,Consulting,2023-12-27,1.88,NA
emp122085,2025-03-21,Germany,Entry Level,Consulting,2025-02-21,2.02,New Starter
emp123806,2025-03-21,Germany,Specialist,Consulting,2024-12-21,2.57,NA
emp125709,2025-03-21,Germany,Manager/ Senior Specialist,Consulting,2024-10-14,2.39,NA
emp125936,2025-03-21,Germany,Specialist,Consulting,2024-07-08,3.47,NA
emp128017,2025-03-21,Germany,Manager/ Senior Specialist,Consulting,2025-01-21,2.56,NA
emp101453,2025-03-21,Germany,Manager/ Senior Specialist,Customer Service,2025-03-01,3.89,New Starter
emp126758,2025-03-21,Germany,Director/ Head of,Customer Service,2024-04-03,3.19,NA
emp122277,2025-03-21,Germany,Manager/ Senior Specialist,Finance,2021-11-28,3.81,NA
emp102440,2025-03-21,Germany,Entry Level,Sales,2024-06-19,1.58,NA
emp109880,2025-03-21,Germany,Manager/ Senior Specialist,Sales,2024-11-01,4.84,NA
emp126094,2025-03-21,Germany,Entry Level,Sales,2025-01-12,1.5,NA
emp127444,2025-03-21,Germany,Manager/ Senior Specialist,Sales,2024-10-06,3.48,NA
emp120274,2025-03-21,Netherlands,Entry Level,Consulting,2023-12-06,2.55,NA
emp112370,2025-03-21,Netherlands,Entry Level,Finance,2024-07-10,2.12,NA
emp129185,2025-03-21,Netherlands,Specialist,Finance,2022-05-24,3.28,NA
emp111235,2025-03-21,Netherlands,Entry Level,HR,2024-09-27,2.41,NA
emp117408,2025-03-21,Netherlands,Manager/ Senior Specialist,Marketing,2023-01-29,4.59,NA
emp126290,2025-03-21,Netherlands,Entry Level,Sales,2023-04-15,2.26,NA
emp101203,2025-03-21,Spain,Manager/ Senior Specialist,Customer Service,2024-01-19,2.8,NA
emp111662,2025-03-21,Spain,Specialist,R&D,2025-03-20,2.51,New Starter
emp127684,2025-03-22,France,Entry Level,Consulting,2025-02-20,2.27,New Starter
emp109927,2025-03-22,France,Entry Level,Sales,2023-11-24,1.67,NA
emp105252,2025-03-22,Germany,Specialist,Consulting,2023-01-12,4.11,NA
emp115078,2025-03-22,Germany,Specialist,Consulting,2025-03-07,2.91,New Starter
emp117107,2025-03-22,Germany,Entry Level,Consulting,2024-11-19,2.45,NA
emp127306,2025-03-22,Germany,Entry Level,Consulting,2024-08-15,1.91,NA
emp128531,2025-03-22,Germany,Specialist,Consulting,2024-12-15,3.3,NA
emp108082,2025-03-22,Germany,Specialist,Customer Service,2025-01-31,3.5,New Starter
emp115034,2025-03-22,Germany,Entry Level,Customer Service,2025-02-23,1.96,New Starter
emp105031,2025-03-22,Germany,Manager/ Senior Specialist,Marketing,2023-07-30,5.69,NA
emp112023,2025-03-22,Germany,Director/ Head of,R&D,2024-08-14,3.57,NA
emp115029,2025-03-22,Germany,Specialist,R&D,2023-03-16,2.27,NA
emp117577,2025-03-22,Germany,Specialist,Sales,2024-11-20,2.97,NA
emp128757,2025-03-22,Germany,Entry Level,Sales,2025-03-08,2.37,New Starter
emp126017,2025-03-22,Italy,Entry Level,Consulting,2025-01-24,2.42,New Starter
emp100397,2025-03-22,Netherlands,Entry Level,Consulting,2023-12-02,2.24,NA
emp111871,2025-03-22,Netherlands,Entry Level,Consulting,2023-06-07,2.53,NA
emp117935,2025-03-22,Netherlands,Specialist,Marketing,2024-11-01,2.92,NA
emp127112,2025-03-22,Netherlands,Specialist,Marketing,2025-02-20,2.43,New Starter
emp103814,2025-03-22,Netherlands,Manager/ Senior Specialist,R&D,2023-11-16,5.38,NA
emp107909,2025-03-22,Netherlands,Manager/ Senior Specialist,R&D,2023-06-16,3.82,NA
emp120771,2025-03-22,Netherlands,Entry Level,Sales,2023-10-10,2.23,NA
emp113553,2025-03-22,Spain,Manager/ Senior Specialist,Consulting,2024-09-05,4.09,NA
emp114907,2025-03-22,Spain,Specialist,Consulting,2024-06-09,3.99,NA
emp123427,2025-03-22,Spain,Manager/ Senior Specialist,Consulting,2024-11-12,4.59,NA
emp125458,2025-03-22,Spain,Entry Level,Consulting,2024-11-27,3.23,NA
emp101246,2025-03-23,France,Entry Level,Consulting,2024-04-05,2.46,NA
emp125069,2025-03-23,France,Entry Level,Consulting,2024-09-17,2.57,NA
emp128204,2025-03-23,France,Entry Level,Consulting,2025-02-05,3.05,New Starter
emp107839,2025-03-23,France,Manager/ Senior Specialist,R&D,2025-01-20,4.12,NA
emp106572,2025-03-23,Germany,Manager/ Senior Specialist,Consulting,2024-11-27,2.98,NA
emp106837,2025-03-23,Germany,Entry Level,Consulting,2025-01-28,2.2,New Starter
emp113006,2025-03-23,Germany,Manager/ Senior Specialist,Consulting,2023-06-05,3.91,NA
emp113239,2025-03-23,Germany,Entry Level,Consulting,2024-12-17,2.21,NA
emp116395,2025-03-23,Germany,Specialist,Consulting,2024-11-23,3.61,NA
emp129182,2025-03-23,Germany,Manager/ Senior Specialist,Consulting,2025-01-30,6.48,New Starter
emp110478,2025-03-23,Germany,Specialist,Customer Service,2024-04-09,2.99,NA
emp104088,2025-03-23,Germany,Manager/ Senior Specialist,Finance,2024-09-27,4.75,NA
emp128892,2025-03-23,Germany,Specialist,Finance,2024-06-17,3.43,NA
emp100043,2025-03-23,Germany,Specialist,HR,2023-02-13,2.94,NA
emp100887,2025-03-23,Germany,Specialist,R&D,2024-12-12,3.19,NA
emp124831,2025-03-23,Germany,Entry Level,Sales,2024-12-31,1.37,NA
emp125384,2025-03-23,Italy,Manager/ Senior Specialist,Consulting,2021-10-28,4.02,NA
emp120412,2025-03-23,Netherlands,Entry Level,R&D,2025-01-22,2.71,NA
emp107306,2025-03-23,Netherlands,Leadership,Sales,2024-11-29,9.36,NA
emp126947,2025-03-23,Spain,Manager/ Senior Specialist,Consulting,2024-08-29,4.91,NA
emp108394,2025-03-23,Spain,Entry Level,R&D,2025-03-06,1.77,New Starter
emp106304,2025-03-24,France,Entry Level,Consulting,2024-09-13,2.78,NA
emp122123,2025-03-24,France,Specialist,Consulting,2023-04-11,2.41,NA
emp128429,2025-03-24,France,Entry Level,Consulting,2024-10-27,2.65,NA
emp117063,2025-03-24,France,Specialist,Customer Service,2025-03-21,2.87,New Starter
emp120467,2025-03-24,France,Entry Level,Customer Service,2024-01-20,2.46,NA
emp100662,2025-03-24,France,Manager/ Senior Specialist,R&D,2023-04-20,3.03,NA
emp107325,2025-03-24,Germany,Specialist,Consulting,2025-02-20,2.31,New Starter
emp107605,2025-03-24,Germany,Manager/ Senior Specialist,Consulting,2024-07-22,5.19,NA
emp116713,2025-03-24,Germany,Manager/ Senior Specialist,Consulting,2024-12-23,4.33,NA
emp122428,2025-03-24,Germany,Specialist,Consulting,2023-07-17,2.39,NA
emp128213,2025-03-24,Germany,Entry Level,Consulting,2025-02-25,1.62,New Starter
emp104756,2025-03-24,Germany,Director/ Head of,Customer Service,2021-02-02,4.52,NA
emp121455,2025-03-24,Germany,Specialist,Customer Service,2024-12-25,4.6,NA
emp116672,2025-03-24,Germany,Specialist,Finance,2025-02-25,3.47,New Starter
emp121065,2025-03-24,Germany,Entry Level,Marketing,2024-09-10,1.45,NA
emp126762,2025-03-24,Germany,Entry Level,Marketing,2024-03-23,2.38,NA
emp119718,2025-03-24,Germany,Entry Level,Sales,2024-12-26,1.86,NA
emp120267,2025-03-24,Germany,Manager/ Senior Specialist,Sales,2023-02-13,3.18,NA
emp116927,2025-03-24,Italy,Entry Level,Consulting,2024-09-28,1.96,NA
emp118578,2025-03-24,Italy,Manager/ Senior Specialist,Consulting,2024-05-13,3.6,NA
emp126313,2025-03-24,Netherlands,Manager/ Senior Specialist,Consulting,2021-08-21,3.81,NA
emp108962,2025-03-24,Netherlands,Entry Level,R&D,2024-06-26,3.89,NA
emp103540,2025-03-24,Netherlands,Specialist,Sales,2024-05-30,3.22,NA
emp103971,2025-03-24,Spain,Manager/ Senior Specialist,Consulting,2025-01-30,4.9,New Starter
emp107898,2025-03-24,Spain,Entry Level,Sales,2023-06-01,3.16,NA
emp107513,2025-03-25,France,Entry Level,R&D,2024-09-13,2.05,NA
emp127311,2025-03-25,Germany,Manager/ Senior Specialist,Consulting,2023-11-25,2.21,NA
emp121855,2025-03-25,Germany,Manager/ Senior Specialist,Finance,2022-08-31,4.58,NA
emp115981,2025-03-25,Germany,Specialist,HR,2025-01-27,3.32,New Starter
emp116767,2025-03-25,Germany,Specialist,HR,2025-03-07,3.32,New Starter
emp121763,2025-03-25,Germany,Manager/ Senior Specialist,R&D,2024-05-26,4.32,NA
emp103440,2025-03-25,Germany,Entry Level,Sales,2024-08-19,2.4,NA
emp109673,2025-03-25,Germany,Manager/ Senior Specialist,Sales,2024-10-02,4.5,NA
emp100093,2025-03-25,Italy,Manager/ Senior Specialist,Consulting,2022-03-24,4.18,NA
emp125906,2025-03-25,Italy,Entry Level,Consulting,2025-03-24,1.11,New Starter
emp109806,2025-03-25,Italy,Entry Level,R&D,2024-03-31,1.9,NA
emp122882,2025-03-25,Italy,Manager/ Senior Specialist,Sales,2023-08-06,3.06,NA
emp111607,2025-03-25,Netherlands,Specialist,Consulting,2025-01-20,3.16,NA
emp129869,2025-03-25,Netherlands,Specialist,Consulting,2022-09-16,4.02,NA
emp107387,2025-03-25,Netherlands,Entry Level,Marketing,2024-05-04,1.82,NA
emp121409,2025-03-25,Spain,Specialist,Consulting,2024-10-16,2.77,NA
emp102207,2025-03-25,Spain,Specialist,R&D,2023-09-23,3.67,NA
emp107029,2025-03-26,France,Entry Level,Consulting,2024-01-27,2.64,NA
emp110699,2025-03-26,France,Entry Level,Consulting,2025-02-27,2.66,New Starter
emp126264,2025-03-26,France,Specialist,Sales,2024-05-30,2.58,NA
emp104415,2025-03-26,Germany,Entry Level,Consulting,2022-11-08,2.84,NA
emp104780,2025-03-26,Germany,Entry Level,Consulting,2025-02-23,1.78,New Starter
emp113748,2025-03-26,Germany,Entry Level,Customer Service,2025-03-18,1.47,New Starter
emp114351,2025-03-26,Germany,Specialist,Customer Service,2022-01-01,4.51,NA
emp118351,2025-03-26,Germany,Specialist,Customer Service,2023-07-03,3.41,NA
emp119728,2025-03-26,Germany,Specialist,Finance,2024-03-04,2.85,NA
emp106867,2025-03-26,Germany,Entry Level,Marketing,2022-11-25,2.94,NA
emp113033,2025-03-26,Germany,Specialist,Marketing,2024-01-07,2,NA
emp108992,2025-03-26,Italy,Entry Level,Consulting,2024-10-05,1.56,NA
emp107584,2025-03-26,Italy,Entry Level,Customer Service,2025-03-08,2.77,New Starter
emp103685,2025-03-26,Netherlands,Director/ Head of,Sales,2023-03-29,6.48,NA
emp103619,2025-03-26,Spain,Entry Level,Consulting,2025-01-06,2.19,NA
emp117543,2025-03-26,Spain,Specialist,Consulting,2024-10-26,2.65,NA
emp106366,2025-03-26,Spain,Manager/ Senior Specialist,Sales,2023-01-19,5.6,NA
emp128283,2025-03-27,France,Specialist,Consulting,2025-01-31,3.51,New Starter
emp129225,2025-03-27,France,Specialist,Consulting,2023-05-04,3.5,NA
emp105614,2025-03-27,France,Entry Level,R&D,2024-11-04,2.01,NA
emp117365,2025-03-27,France,Specialist,R&D,2022-03-24,4.3,NA
emp100895,2025-03-27,Germany,Entry Level,Consulting,2025-01-05,2.08,NA
emp108347,2025-03-27,Germany,Specialist,Consulting,2025-02-05,2.89,New Starter
emp114820,2025-03-27,Germany,Entry Level,Consulting,2024-09-18,1.97,NA
emp116658,2025-03-27,Germany,Manager/ Senior Specialist,Consulting,2022-03-27,4.13,NA
emp106564,2025-03-27,Germany,Specialist,Marketing,2023-11-02,2.44,NA
emp102005,2025-03-27,Germany,Specialist,Sales,2023-05-13,2.34,NA
emp102396,2025-03-27,Germany,Specialist,Sales,2024-12-31,3.04,NA
emp107263,2025-03-27,Germany,Entry Level,Sales,2024-12-26,2.26,NA
emp127755,2025-03-27,Germany,Entry Level,Sales,2024-03-11,2.02,NA
emp106774,2025-03-27,Italy,Entry Level,Consulting,2023-03-11,2.13,NA
emp113814,2025-03-27,Netherlands,Specialist,Consulting,2024-08-02,3.76,NA
emp123946,2025-03-27,Netherlands,Entry Level,Customer Service,2024-11-14,2.84,NA
emp114014,2025-03-27,Spain,Manager/ Senior Specialist,Consulting,2024-11-01,4.03,NA
emp116869,2025-03-27,Spain,Specialist,Consulting,2024-10-25,3.25,NA
emp115836,2025-03-27,Spain,Entry Level,Customer Service,2024-06-17,1.97,NA
emp117081,2025-03-27,Spain,Manager/ Senior Specialist,Marketing,2023-05-07,4.32,NA
emp113273,2025-03-27,Spain,Entry Level,Sales,2024-07-21,2.1,NA
emp112358,2025-03-28,France,Entry Level,Consulting,2024-04-04,2.93,NA
emp105603,2025-03-28,France,Entry Level,R&D,2025-02-16,1.81,New Starter
emp114251,2025-03-28,Germany,Entry Level,Consulting,2023-12-10,1.57,NA
emp129539,2025-03-28,Germany,Entry Level,Consulting,2025-02-25,2.66,New Starter
emp113366,2025-03-28,Germany,Manager/ Senior Specialist,R&D,2024-12-31,4.63,NA
emp120825,2025-03-28,Germany,Entry Level,Sales,2025-03-09,2.01,New Starter
emp113673,2025-03-28,Italy,Manager/ Senior Specialist,R&D,2024-10-20,3.39,NA
emp116499,2025-03-28,Italy,Entry Level,Sales,2024-03-27,1.85,NA
emp122641,2025-03-28,Italy,Specialist,Sales,2023-10-10,2.86,NA
emp109442,2025-03-28,Netherlands,Entry Level,Consulting,2024-11-20,1.78,NA
emp124902,2025-03-28,Netherlands,Entry Level,Consulting,2023-11-28,2.68,NA
emp113389,2025-03-28,Netherlands,Specialist,Customer Service,2025-02-05,3.36,New Starter
emp119758,2025-03-28,Netherlands,Entry Level,Customer Service,2024-09-28,2.07,NA
emp110106,2025-03-28,Netherlands,Specialist,R&D,2024-10-21,3.66,NA
emp104899,2025-03-28,Spain,Entry Level,Consulting,2023-10-25,2.46,NA
emp120114,2025-03-28,Spain,Entry Level,Consulting,2024-12-25,1.23,NA
emp101872,2025-03-29,France,Entry Level,Consulting,2023-12-18,1.72,NA
emp107639,2025-03-29,France,Entry Level,Consulting,2025-01-16,2.65,NA
emp113984,2025-03-29,France,Specialist,Consulting,2025-02-01,3.53,New Starter
emp112729,2025-03-29,France,Specialist,Sales,2024-11-13,4.46,NA
emp108708,2025-03-29,Germany,Specialist,Consulting,2025-02-20,2.42,New Starter
emp111093,2025-03-29,Germany,Manager/ Senior Specialist,Consulting,2023-01-06,3.95,NA
emp114734,2025-03-29,Germany,Specialist,Consulting,2025-03-09,3.65,New Starter
emp117857,2025-03-29,Germany,Entry Level,Consulting,2024-12-23,2.08,NA
emp118100,2025-03-29,Germany,Specialist,Consulting,2024-11-06,2.99,NA
emp124886,2025-03-29,Germany,Entry Level,Consulting,2025-02-01,1.18,New Starter
emp111602,2025-03-29,Germany,Entry Level,Customer Service,2023-12-22,2.02,NA
emp118584,2025-03-29,Germany,Manager/ Senior Specialist,Customer Service,2024-11-09,3.19,NA
emp120543,2025-03-29,Germany,Manager/ Senior Specialist,Finance,2024-12-30,3.05,NA
emp111029,2025-03-29,Germany,Manager/ Senior Specialist,R&D,2024-07-28,4.85,NA
emp120561,2025-03-29,Germany,Specialist,Sales,2021-07-03,4.9,NA
emp105530,2025-03-29,Italy,Specialist,Consulting,2024-12-08,2.64,NA
emp128358,2025-03-29,Italy,Specialist,Consulting,2024-05-20,4.35,NA
emp100132,2025-03-29,Netherlands,Entry Level,Finance,2025-02-13,1.89,New Starter
emp109075,2025-03-29,Netherlands,Specialist,Marketing,2023-04-24,3.48,NA
emp101473,2025-03-29,Netherlands,Specialist,Sales,2025-01-11,4.8,NA
emp128799,2025-03-30,France,Specialist,Consulting,2024-11-12,2.98,NA
emp128854,2025-03-30,France,Director/ Head of,Consulting,2020-12-26,6.9,NA
emp110637,2025-03-30,France,Entry Level,Finance,2025-02-05,2.88,New Starter
emp107028,2025-03-30,France,Manager/ Senior Specialist,Sales,2024-12-25,4.87,NA
emp110082,2025-03-30,France,Specialist,Sales,2025-02-14,3.99,New Starter
emp105026,2025-03-30,Germany,Entry Level,Consulting,2024-03-01,2.27,NA
emp113419,2025-03-30,Germany,Specialist,Consulting,2024-09-25,4.23,NA
emp119499,2025-03-30,Germany,Entry Level,Consulting,2025-01-23,2.19,NA
emp126522,2025-03-30,Germany,Entry Level,Consulting,2025-03-30,1.41,New Starter
emp126523,2025-03-30,Germany,Specialist,Consulting,2025-01-06,2.67,NA
emp129665,2025-03-30,Germany,Entry Level,Consulting,2024-02-11,2.46,NA
emp124035,2025-03-30,Germany,Specialist,HR,2023-03-26,3.27,NA
emp108768,2025-03-30,Germany,Specialist,Marketing,2023-12-08,4.52,NA
emp111888,2025-03-30,Germany,Manager/ Senior Specialist,Marketing,2024-11-13,3.61,NA
emp101250,2025-03-30,Italy,Manager/ Senior Specialist,Consulting,2023-03-19,3.56,NA
emp103615,2025-03-30,Italy,Entry Level,Consulting,2023-05-13,1.98,NA
emp129512,2025-03-30,Italy,Entry Level,Consulting,2023-11-15,1.7,NA
emp104848,2025-03-30,Italy,Specialist,R&D,2024-12-22,3.63,NA
emp102632,2025-03-30,Netherlands,Entry Level,Consulting,2024-11-20,2.11,NA
emp118065,2025-03-30,Netherlands,Entry Level,Consulting,2025-02-13,2.6,New Starter
emp127790,2025-03-30,Netherlands,Entry Level,Consulting,2024-03-15,2.35,NA
emp112151,2025-03-30,Netherlands,Manager/ Senior Specialist,HR,2025-01-31,3.34,New Starter
emp100698,2025-03-30,Netherlands,Manager/ Senior Specialist,Marketing,2019-12-03,5.45,NA
emp100178,2025-03-30,Netherlands,Specialist,Sales,2023-04-22,2.56,NA
emp102938,2025-03-31,France,Entry Level,Finance,2025-03-02,2.25,New Starter
emp124665,2025-03-31,France,Specialist,Marketing,2025-02-16,2.39,New Starter
emp104907,2025-03-31,France,Specialist,R&D,2024-04-17,3.26,NA
emp102350,2025-03-31,Germany,Entry Level,Consulting,2025-02-06,2.37,New Starter
emp102516,2025-03-31,Germany,Entry Level,Consulting,2024-04-25,1.77,NA
emp105162,2025-03-31,Germany,Entry Level,Consulting,2024-12-24,2.25,NA
emp110041,2025-03-31,Germany,Specialist,Consulting,2024-10-12,4.32,NA
emp112316,2025-03-31,Germany,Entry Level,Consulting,2025-01-15,1.35,NA
emp116419,2025-03-31,Germany,Entry Level,Consulting,2025-03-28,1.91,New Starter
emp128781,2025-03-31,Germany,Entry Level,Consulting,2024-01-18,1.32,NA
emp129128,2025-03-31,Germany,Specialist,Consulting,2020-12-14,4.42,NA
emp100443,2025-03-31,Germany,Entry Level,Customer Service,2025-02-12,2.48,New Starter
emp121217,2025-03-31,Germany,Manager/ Senior Specialist,Customer Service,2025-02-20,4.3,New Starter
emp126143,2025-03-31,Germany,Entry Level,Customer Service,2024-07-04,2.19,NA
emp104599,2025-03-31,Germany,Specialist,Sales,2024-09-01,3.73,NA
emp104884,2025-03-31,Germany,Manager/ Senior Specialist,Sales,2025-02-04,5.13,New Starter
emp112930,2025-03-31,Germany,Specialist,Sales,2023-04-19,2.85,NA
emp114409,2025-03-31,Italy,Specialist,Marketing,2025-03-18,3.62,New Starter
emp124006,2025-03-31,Netherlands,Entry Level,Consulting,2024-05-27,3.54,NA
emp111945,2025-03-31,Netherlands,Entry Level,Customer Service,2024-11-09,2.54,NA
emp105213,2025-03-31,Netherlands,Specialist,R&D,2023-06-20,2.25,NA
emp107287,2025-03-31,Spain,Entry Level,Customer Service,2023-06-23,2.04,NA
emp102226,2025-04-01,France,Entry Level,Consulting,2024-11-22,3.02,NA
emp122845,2025-04-01,France,Manager/ Senior Specialist,Consulting,2024-10-11,4.3,NA
emp112400,2025-04-01,France,Specialist,Customer Service,2023-10-06,4.61,NA
emp121443,2025-04-01,France,Manager/ Senior Specialist,Customer Service,2022-01-17,6.14,NA
emp121572,2025-04-01,France,Manager/ Senior Specialist,Customer Service,2024-10-14,3.33,NA
emp101789,2025-04-01,Germany,Manager/ Senior Specialist,Consulting,2023-05-02,3.46,NA
emp113335,2025-04-01,Germany,Specialist,Consulting,2025-01-23,3.52,NA
emp120089,2025-04-01,Germany,Entry Level,Consulting,2024-03-20,1.84,NA
emp126944,2025-04-01,Germany,Entry Level,Consulting,2025-02-22,2.07,New Starter
emp128636,2025-04-01,Germany,Entry Level,Consulting,2023-08-21,1.93,NA
emp123401,2025-04-01,Germany,Specialist,Customer Service,2022-08-26,3.24,NA
emp111515,2025-04-01,Germany,Entry Level,Finance,2024-12-21,2.76,NA
emp128304,2025-04-01,Germany,Manager/ Senior Specialist,Marketing,2025-02-07,0.63,New Starter
emp104440,2025-04-01,Germany,Specialist,Sales,2024-12-28,2.3,NA
emp102097,2025-04-01,Italy,Manager/ Senior Specialist,Consulting,2024-05-31,4.36,NA
emp114130,2025-04-01,Italy,Manager/ Senior Specialist,Consulting,2025-01-26,3.72,New Starter
emp110875,2025-04-01,Italy,Entry Level,Sales,2024-12-18,2.45,NA
emp128827,2025-04-01,Netherlands,Entry Level,R&D,2025-03-14,2.25,New Starter
emp117488,2025-04-01,Spain,Entry Level,Consulting,2025-02-17,2.3,New Starter
emp103813,2025-04-01,Spain,Manager/ Senior Specialist,Finance,2025-01-24,3.96,New Starter
emp111015,2025-04-01,Spain,Specialist,Finance,2025-02-10,3.32,New Starter
emp104461,2025-04-02,France,Specialist,Consulting,2024-08-10,3.55,NA
emp114394,2025-04-02,France,Specialist,Consulting,2024-04-20,2.68,NA
emp123832,2025-04-02,France,Specialist,Consulting,2022-12-20,3.46,NA
emp129814,2025-04-02,France,Entry Level,Consulting,2023-02-04,3.42,NA
emp103938,2025-04-02,France,Entry Level,Customer Service,2023-10-17,2.1,NA
emp112423,2025-04-02,France,Specialist,Sales,2023-11-09,3.35,NA
emp116691,2025-04-02,Germany,Specialist,Consulting,2023-09-23,3.57,NA
emp120846,2025-04-02,Germany,Manager/ Senior Specialist,Consulting,2025-02-25,2.76,New Starter
emp101026,2025-04-02,Germany,Manager/ Senior Specialist,Marketing,2025-02-13,2.45,New Starter
emp128265,2025-04-02,Germany,Specialist,R&D,2024-06-20,2.56,NA
emp109319,2025-04-02,Germany,Entry Level,Sales,2024-02-29,1.93,NA
emp114356,2025-04-02,Germany,Specialist,Sales,2025-02-22,4.08,New Starter
emp116808,2025-04-02,Germany,Entry Level,Sales,2024-01-07,2.74,NA
emp124147,2025-04-02,Italy,Specialist,Consulting,2024-09-10,1.83,NA
emp102598,2025-04-02,Italy,Manager/ Senior Specialist,Sales,2024-10-31,4.86,NA
emp107503,2025-04-02,Italy,Specialist,Sales,2024-07-03,2.26,NA
emp122927,2025-04-02,Netherlands,Manager/ Senior Specialist,Consulting,2024-09-18,4.68,NA
emp129253,2025-04-02,Netherlands,Entry Level,Consulting,2025-02-28,2.04,New Starter
emp116854,2025-04-02,Spain,Manager/ Senior Specialist,Consulting,2025-02-07,3.55,New Starter
emp103170,2025-04-02,Spain,Entry Level,HR,2025-02-21,1.95,New Starter
emp103512,2025-04-02,Spain,Manager/ Senior Specialist,Marketing,2024-09-17,3.08,NA
emp124427,2025-04-03,France,Director/ Head of,Consulting,2025-01-15,6.16,NA
emp125076,2025-04-03,France,Specialist,Consulting,2025-02-26,3.92,New Starter
emp105977,2025-04-03,Germany,Entry Level,Consulting,2025-02-02,1.86,New Starter
emp107708,2025-04-03,Germany,Manager/ Senior Specialist,Consulting,2024-04-08,5.24,NA
emp108104,2025-04-03,Germany,Manager/ Senior Specialist,Consulting,2024-07-20,4.62,NA
emp110379,2025-04-03,Germany,Entry Level,Consulting,2024-04-27,2.02,NA
emp111911,2025-04-03,Germany,Director/ Head of,Consulting,2021-10-04,5.07,NA
emp115776,2025-04-03,Germany,Manager/ Senior Specialist,Consulting,2023-06-16,2.97,NA
emp119014,2025-04-03,Germany,Director/ Head of,Consulting,2024-02-20,6.35,NA
emp122451,2025-04-03,Germany,Specialist,Consulting,2025-03-29,3.18,New Starter
emp109567,2025-04-03,Germany,Director/ Head of,Finance,2024-04-29,2.24,NA
emp119839,2025-04-03,Germany,Manager/ Senior Specialist,R&D,2025-01-21,3.55,NA
emp121833,2025-04-03,Germany,Entry Level,R&D,2025-03-27,1.39,New Starter
emp101312,2025-04-03,Germany,Manager/ Senior Specialist,Sales,2023-05-08,5.01,NA
emp124045,2025-04-03,Italy,Entry Level,Consulting,2024-10-04,1.78,NA
emp118263,2025-04-03,Italy,Entry Level,Sales,2025-03-21,2.46,New Starter
emp127053,2025-04-03,Italy,Specialist,Sales,2021-07-26,5.32,NA
emp116618,2025-04-03,Netherlands,Specialist,R&D,2024-06-17,4.16,NA
emp100396,2025-04-03,Netherlands,Specialist,Sales,2025-01-04,3.49,NA
emp112600,2025-04-03,Spain,Director/ Head of,R&D,2025-02-16,4.5,New Starter
emp102573,2025-04-04,France,Director/ Head of,Consulting,2023-03-28,6.53,NA
emp118902,2025-04-04,France,Entry Level,R&D,2024-03-11,2.99,NA
emp102885,2025-04-04,Germany,Manager/ Senior Specialist,Consulting,2022-05-09,3.95,NA
emp112814,2025-04-04,Germany,Specialist,Consulting,2025-03-24,2.37,New Starter
emp116330,2025-04-04,Germany,Entry Level,Consulting,2024-11-01,2.07,NA
emp118707,2025-04-04,Germany,Entry Level,Consulting,2025-03-22,2.51,New Starter
emp119777,2025-04-04,Germany,Specialist,Consulting,2022-09-11,3.19,NA
emp125942,2025-04-04,Germany,Manager/ Senior Specialist,Consulting,2024-10-19,4.81,NA
emp127997,2025-04-04,Germany,Entry Level,Consulting,2024-09-16,2.52,NA
emp101064,2025-04-04,Germany,Manager/ Senior Specialist,Customer Service,2023-04-13,4.41,NA
emp103749,2025-04-04,Germany,Manager/ Senior Specialist,Customer Service,2024-07-18,4.79,NA
emp106040,2025-04-04,Germany,Specialist,Customer Service,2023-08-06,4.89,NA
emp129231,2025-04-04,Germany,Specialist,Customer Service,2022-12-26,3.28,NA
emp112674,2025-04-04,Germany,Specialist,Finance,2025-03-11,3.92,New Starter
emp104664,2025-04-04,Germany,Entry Level,R&D,2024-04-12,1.62,NA
emp112936,2025-04-04,Germany,Entry Level,R&D,2025-02-04,2,New Starter
emp114769,2025-04-04,Germany,Director/ Head of,R&D,2023-09-08,3.73,NA
emp114101,2025-04-04,Italy,Specialist,Consulting,2023-10-07,2.56,NA
emp115585,2025-04-04,Italy,Entry Level,Consulting,2025-03-24,2.13,New Starter
emp128778,2025-04-04,Italy,Entry Level,Sales,2024-10-05,1.25,NA
